split,scenario_id,scenario_seed,method,success,coverage,graph_cost,penalized_cost,selected_count,online_time_s,safe_action_evaluations,shield_rejections,policy_source,total_delta_v,min_clearance,peak_input
validation,validation_000,10731,adaptive_rollout_adp,True,0.8143303418539684,96.85772711387364,96.85772711387364,10,24.58974316599779,9263146,5692435,adaptive_rollout_adp,11.739293785090442,0.8473828811905011,0.0585962290483111
validation,validation_000,10731,frozen_adp,True,0.8041259924032451,165.9448839378462,165.9448839378462,11,0.14667154097696766,3858,2037,learned_adp,20.151144539078125,1.8070093861576633,0.05941307125935591
validation,validation_000,10731,search_only,False,0.7834960303870194,128.78270579305521,387.0346905995455,12,0.16390737501205876,4358,2322,learned_adp,15.613968064524846,1.0871041962737076,0.055540358114866184
validation,validation_000,10731,incumbent,True,0.834960303870194,107.91430924123924,107.91430924123924,10,0.00010070903226733208,10,0,reference_safeguard,13.082805869967842,1.7781803100982474,0.059191843568645916
validation,validation_000,10731,rollout,True,0.8143303418539684,97.9807280187201,97.9807280187201,10,0.003606958023738116,363,137,rollout_adp,11.873793990573226,1.7781803100982474,0.04253615042051259
validation,validation_000,10731,local_search,True,0.834960303870194,98.17630754674755,98.17630754674755,10,0.0031080000335350633,660,116,reference_improved,11.89780243155258,1.7781803100982474,0.04253615042051259
validation,validation_000,10731,frozen_adp_safeguard,True,0.834960303870194,107.91430924123924,107.91430924123924,10,0.17399500001920387,3868,2037,reference_safeguard,13.082805869967842,1.7781803100982474,0.059191843568645916
validation,validation_001,10732,adaptive_rollout_adp,True,0.80351946689817,97.33523614797045,97.33523614797045,10,23.37916483299341,8710801,5007635,adaptive_rollout_adp,11.795451551089545,1.2242946330766595,0.04284761151742663
validation,validation_001,10732,frozen_adp,True,0.8690129779321134,167.4894204931486,167.4894204931486,12,0.1582831249688752,4520,2500,learned_adp,20.33503714539357,1.8070093861576633,0.0585962290483111
validation,validation_001,10732,search_only,False,0.7248831209190608,133.51379649431695,421.07223603478656,11,0.14610008301679045,4537,2681,learned_adp,16.19558755467651,1.149157587355644,0.05694549534924951
validation,validation_001,10732,incumbent,True,0.8690129779321134,108.13830612108997,108.13830612108997,11,0.00010770803783088923,11,0,reference_safeguard,13.105768930457451,1.7781803100982474,0.04284761151742663
validation,validation_001,10732,rollout,True,0.80351946689817,103.91574491826772,103.91574491826772,10,0.003715583006851375,401,145,rollout_adp,12.597424000369733,1.190491788802714,0.04284761151742663
validation,validation_001,10732,local_search,True,0.8253506372428179,105.62346994527971,105.62346994527971,10,0.002190000028349459,503,88,reference_improved,12.805038399736146,1.7781803100982474,0.04284761151742663
validation,validation_001,10732,frozen_adp_safeguard,True,0.8690129779321134,108.13830612108997,108.13830612108997,11,0.15403699997114018,4531,2500,reference_safeguard,13.105768930457451,1.7781803100982474,0.04284761151742663
validation,validation_002,10734,adaptive_rollout_adp,True,0.8133146978144941,94.65838544062841,94.65838544062841,10,5.749816582945641,2061349,1236683,adaptive_rollout_adp,11.469042525581097,1.7781803100982474,0.04253615042051259
validation,validation_002,10734,frozen_adp,False,0.4575715222305668,93.32674442892849,514.5409833136451,7,0.07313079101732001,2434,1487,learned_adp,11.331108040942402,1.8070093861576633,0.048074778454512024
validation,validation_002,10734,search_only,False,0.6610095362974089,138.79184334813115,458.28707519942674,11,0.13543066702550277,4221,2411,learned_adp,16.837246933961016,1.1939413087055442,0.05951490068870389
validation,validation_002,10734,incumbent,True,0.8302860889222673,104.8014049504294,104.8014049504294,10,0.0001010000123642385,10,0,reference_safeguard,12.705340962676935,1.2242946330766595,0.05941307125935591
validation,validation_002,10734,rollout,True,0.8133146978144941,104.2535869490367,104.2535869490367,10,0.0035181670100428164,378,142,rollout_adp,12.639679236090467,0.3126404740316717,0.05941307125935591
validation,validation_002,10734,local_search,True,0.8302860889222673,104.8014049504294,104.8014049504294,10,0.0009410419734194875,208,42,reference_safeguard,12.705340962676935,1.2242946330766595,0.05941307125935591
validation,validation_002,10734,frozen_adp_safeguard,True,0.8302860889222673,104.8014049504294,104.8014049504294,10,0.07168162503512576,2444,1487,reference_safeguard,12.705340962676935,1.2242946330766595,0.05941307125935591
validation,validation_003,10735,adaptive_rollout_adp,True,0.801913205415704,96.98778745172443,96.98778745172443,10,8.515612124989275,3226801,2041325,adaptive_rollout_adp,11.755766464733517,1.149157587355644,0.048074778454512024
validation,validation_003,10735,frozen_adp,True,0.8239228492584035,171.55428729210587,171.55428729210587,12,0.11740837502293289,3726,2103,learned_adp,20.824599908278028,3.043484822370052,0.05858419313244918
validation,validation_003,10735,search_only,False,0.7799035615730043,124.86000323183575,384.9082224453336,10,0.11053000000538304,3566,2043,learned_adp,15.149076070707302,1.0871041962737076,0.055540358114866184
validation,validation_003,10735,incumbent,True,0.8459324931011031,129.57537800186512,129.57537800186512,10,0.00010024994844570756,10,0,reference_safeguard,15.721544899150377,1.7781803100982474,0.05941307125935591
