method,time,boresight_x,boresight_y,boresight_z,yaw_rad,pitch_rad,qx,qy,qz,qw
safe_graph_adp,2.0,-4.2998898292451136e-05,0.9614760602327005,-0.27488867519506704,1.5708410485514148,0.2784739151637128,-0.09813977489277363,0.0981353860077947,0.7002791910818481,0.7002478740666404
safe_graph_adp,4.0,-0.00016951901021878925,0.96133447846141,-0.2753833542257671,1.570972663972289,0.2789884526136995,-0.09832640128495224,0.09830906421342671,0.7002999981426458,0.70017652010421
safe_graph_adp,6.0,-0.0003747757617765765,0.9611032565135424,-0.2761890473248216,1.5711862700608683,0.2798266519481557,-0.09863041862190321,0.09859196585105393,0.7003335006627293,0.7000604635612412
safe_graph_adp,8.0,-0.0006539486180960748,0.9607862727222524,-0.27728921814539886,1.571476965700424,0.28097153620340903,-0.09904569016517226,0.0989782987470299,0.7003786623578646,0.699902119550053
safe_graph_adp,10.0,-0.0010021981321778229,0.9603872679878963,-0.27866698958730013,1.5718398618372666,0.28240583731353414,-0.09956599045158157,0.09946214402578546,0.7004344230346499,0.6997038762786059
safe_graph_adp,12.0,-0.0014146819802723985,0.9599098829090934,-0.2803052182324569,1.5722700911359448,0.28411205961514463,-0.10018502440992315,0.1000374839866435,0.7004997093416658,0.6994680978385268
safe_graph_adp,14.0,-0.0018865700205988952,0.9593576930753211,-0.28218656522016633,1.572762817085613,0.2860725403407188,-0.10089644563357279,0.10069822858494053,0.700573444950745,0.6991971268878413
safe_graph_adp,16.0,-0.0024130584050865824,0.9587342420638196,-0.28429356349282126,1.573313242540415,0.28826950703780807,-0.10169387381410414,0.10143824047072192,0.7006545600884556,0.698893287152007
safe_graph_adp,18.0,-0.00298938276652876,0.9580430717730682,-0.28660868133798545,1.573916617680391,0.2906851318490857,-0.10257091133322355,0.10225135854303337,0.70074200035346,0.6985588856818068
safe_graph_adp,20.0,-0.0036108304964665165,0.9572877498113552,-0.28911438214699364,1.5745682473829714,0.2933015825854645,-0.10352115900281714,0.10313141998211042,0.700834734770407,0.6981962148210775
safe_graph_adp,22.0,-0.004272752122681309,0.9564718937410548,-0.2917931803053299,1.5752634979985665,0.2961010705224054,-0.10453823093601836,0.10407228072591818,0.7009317630453383,0.6978075538509361
safe_graph_adp,24.0,-0.004970571789679092,0.9555991920563344,-0.29462769312704595,1.575997803527032,0.29906589484878,-0.10561576852631337,0.10506783436180067,0.7010321220010969,0.6973951702899559
safe_graph_adp,26.0,-0.0056997968412114365,0.9546734218434638,-0.2976006887452727,1.5767666711949062,0.302178483698772,-0.10674745350703543,0.10611202940865201,0.7011348911838456,0.6969613208415212
safe_graph_adp,28.0,-0.006456026500828756,0.9536984631380556,-0.3006951298739828,1.577565686436242,0.3054214317006246,-0.10792702006031689,0.10719888497013508,0.7012391976434105,0.6965082519902299
safe_graph_adp,30.0,-0.007234959644746106,0.9526783100519989,-0.3038942133628186,1.5783905172825603,0.3087775339816981,-0.10914826594273812,0.10832250474509342,0.7013442199007006,0.6960382002586641
safe_graph_adp,32.0,-0.008032401660901679,0.9516170787941695,-0.30718140547697464,1.5792369181699653,0.3122298165772639,-0.11040506259453224,0.10947708938740587,0.7014491911248547,0.6955533921440155
safe_graph_adp,34.0,-0.008844270388921188,0.9505190127529782,-0.3105404728475684,1.5801007331737225,0.31576156320055465,-0.11169136420020738,0.11065694721404756,0.7015534015509641,0.6950560437609589
safe_graph_adp,36.0,-0.009666601137639078,0.9493884848453569,-0.3139555090542019,1.5809778986826328,0.31935633834352034,-0.1130012156707118,0.11185650326692907,0.7016562001762081,0.6945483602227578
safe_graph_adp,38.0,-0.010495550779704295,0.9482299973658759,-0.31741095681992715,1.581864445527332,0.3229980066911228,-0.11432875952062489,0.11307030674103763,0.7017569957779828,0.6940325347969092
safe_graph_adp,40.0,-0.011327400926423358,0.9470481795914896,-0.3208916258189017,1.5827565005781832,0.32667074884639197,-0.1156682416181155,0.1142930367983315,0.7018552573021213,0.6935107478747259
safe_graph_adp,42.0,-0.012158560190161172,0.9458477834121739,-0.32438270611791153,1.583650287829728,0.33035907337837295,-0.11701401579034565,0.1155195067935608,0.7019505136726185,0.6929851657961634
safe_graph_adp,44.0,-0.012985565546119984,0.9446336772657978,-0.3278697772938885,1.584542128989718,0.3340478252200138,-0.11836054727238839,0.11674466694452104,0.7020423530764172,0.6924579395720153
safe_graph_adp,46.0,-0.013805082809942583,0.9434108386574287,-0.3313388132898068,1.5854284435915518,0.3377221904574813,-0.11970241499333788,0.11796360548501755,0.7021304217778535,0.6919312035454042
safe_graph_adp,48.0,-0.014613906252142714,0.9421843455394491,-0.33477618309021595,1.5863057486495227,0.3413676975658753,-0.12103431269889889,0.11917154834386845,0.702214422517365,0.6914070740334046
safe_graph_adp,50.0,-0.015408957374675262,0.9409593668199034,-0.3381686473144902,1.58717065787662,0.3449702151583975,-0.12235104891513748,0.12036385739745294,0.7022941125481141,0.6908876479877376
safe_graph_adp,52.0,-0.016187282878866498,0.939741152253091,-0.34150335084012384,1.5880198804847496,0.34851594632634686,-0.12364754576306708,0.12153602734651169,0.7023693013623682,0.6903750017109087
safe_graph_adp,54.0,-0.016946051857298743,0.938535021949143,-0.3447678115795779,1.5888502195871477,0.3519914196555186,-0.12491883663816297,0.1226836812700181,0.7024398481568981,0.6898711896610256
