method,time,rx,ry,rz,vx,vy,vz,ax,ay,az
set_cover_cw_tour,2.0,0.0015653621250567116,-35.00225049024668,10.007240600229927,0.0015636658201371733,-0.0022516696324162344,0.007240597140626007,0.0007843770349532419,-0.0011240638176990023,0.0036331015646632
set_cover_cw_tour,4.0,0.006173372675625515,-35.00891135342756,10.028633792194135,0.0030427224875120384,-0.00441030911824346,0.014152585695888415,0.0007470503005027841,-0.0010741063934372112,0.0034688156675750795
set_cover_cw_tour,6.0,0.013655734244340538,-35.01979581097733,10.063522287531987,0.004438091226092802,-0.006475200880183513,0.020735894756319966,0.0007099615030309559,-0.0010239805866009222,0.003304512010290067
set_cover_cw_tour,8.0,0.023845994201593123,-35.03471565550299,10.111248659429135,0.005750695587256417,-0.00844563366959029,0.02699045677773403,0.0006731108324309104,-0.0009736874743961252,0.0031401914340362857
set_cover_cw_tour,10.0,0.03657954933343205,-35.05348126345337,10.171155349348602,0.00698146143286805,-0.010320902578677267,0.03291620758174367,0.000636498477376601,-0.0009232281348854083,0.0029758547801284887
set_cover_cw_tour,12.0,0.05169365044560119,-35.07590160781296,10.242584673762876,0.00813131691833905,-0.012100309052637363,0.03851308635625489,0.000600124625321815,-0.0008726036469824344,0.002811502889963742
set_cover_cw_tour,14.0,0.06902740693367172,-35.101784270819934,10.324878830886965,0.009201192475663592,-0.013783160901675041,0.04378103565593398,0.000563989462499214,-0.0008218150904464224,0.0026471366050171224
set_cover_cw_tour,16.0,0.08842179131922645,-35.13093545670813,10.417379907412366,0.010192020796434111,-0.01536877231295053,0.048720001402649045,0.0005280931739193801,-0.0007708635458766131,0.002482756766837407
set_cover_cw_tour,18.0,0.10971964375205388,-35.163160004472836,10.519429885241884,0.011104736814835708,-0.01685646386243607,0.05332993288588569,0.0004924359433698697,-0.0007197500947067413,0.0023183642170427647
set_cover_cw_tour,20.0,0.13276567647831025,-35.19826140066017,10.630370648225263,0.011940277690619661,-0.018245562526684092,0.057610782763136775,0.0004570179534142705,-0.0006684758191994967,0.002153959797316448
set_cover_cw_tour,22.0,0.15740647827460774,-35.23604179217996,10.74954398889556,0.012699582792056192,-0.019535401694507196,0.0615625070602664,0.00042183938539126873,-0.0006170418024409826,0.0019895443494024833
set_cover_cw_tour,24.0,0.18349051884798773,-35.27630199914186,10.876291615206238,0.01338359367886664,-0.020725321178569858,0.06518506517184794,0.0003869004194137195,-0.0005654491283351723,0.0018251187151013598
set_cover_cw_tour,26.0,0.21086815320173768,-35.31884152771455,11.009955157268895,0.013993254085135194,-0.021814667226891748,0.06847841986147629,0.0003522012343677253,-0.0005136988815983572,0.0016606837362657207
set_cover_cw_tour,28.0,0.2393916259670116,-35.36345858300791,11.149876174091592,0.014529509902200345,-0.022802792534262564,0.07144253726205417,0.00031774200791172025,-0.00046179214775359434,0.0014962402547960521
set_cover_cw_tour,30.0,0.2689150757002128,-35.40995008197788,11.29539616031774,0.014993309161526178,-0.02368905625356827,0.0740773868760526,0.00028352291647555926,-0.00040973001312514926,0.0013317891126363758
set_cover_cw_tour,32.0,0.2992945391460994,-35.4581116663539,11.44585655296547,0.015385602017553682,-0.024472824007028677,0.07638294157574549,0.0002495441352596165,-0.00035751356483293255,0.0011673311517699332
set_cover_cw_tour,34.0,0.3303879554665727,-35.507737715588746,11.600598738167449,0.015707340730532232,-0.025153467897346203,0.07835917760341835,0.00021580583823388683,-0.0003051438907869348,0.0010028672142148804
set_cover_cw_tour,36.0,0.3620551704351087,-35.55862135983056,11.758964057911092,0.01595947964933136,-0.02573036651876578,0.08000607457155115,0.00018230819813709595,-0.0002526220796816564,0.0008383981420199702
set_cover_cw_tour,38.0,0.39415794059679365,-35.61055449291694,11.92029381677911,0.01614297519423301,-0.02620290496804579,0.08132361546297526,0.00014905138647581569,-0.00019994922099053343,0.0006739247772602481
set_cover_cw_tour,40.0,0.4265599373939245,-35.66332778539083,12.083929288690342,0.016258785839704377,-0.026570474855339875,0.08231178663100454,0.00011603557352358611,-0.00014712640496035897,0.000509447962032734
set_cover_cw_tour,42.0,0.45912675125713603,-35.71673069753814,12.24921172364084,0.016307872097151555,-0.02683247431498967,0.08297057779954055,8.326092832004343e-05,-9.415472260570206e-05,0.000344968538452116
set_cover_cw_tour,44.0,0.4917258956620161,-35.77055149244683,12.415482354445112,0.016291196497654058,-0.026988308016228174,0.08329998206315185,5.072761867005451e-05,-4.103526570332181e-05,0.00018048734864643638
set_cover_cw_tour,46.0,0.5242268111511708,-35.82457724908732,12.582082403477521,0.01620972357468043,-0.027037387173793847,0.08329999588712747,1.8435811142858294e-05,1.2230873213423935e-05,1.6005234752781376e-05
set_cover_cw_tour,48.0,0.5565008693217024,-35.87859387541405,12.748353089413756,0.01606441984678508,-0.02697912955845519,0.08297061910750446,-1.3614328928787801e-05,6.564260086017016e-05,-0.00014847696108703312
set_cover_cw_tour,50.0,0.5884213767780619,-35.932386121487966,12.91363563397233,0.015856253800286466,-0.026812959507445836,0.08231185493106954,-4.542263744945383e-05,0.00011919882320714437,-0.00031295839673077053
set_cover_cw_tour,52.0,0.6198635790502399,-35.98573759261983,13.077271268656057,0.015586195871926826,-0.026538307934809973,0.08132370993533497,-7.698895156187796e-05,0.0001728984454847667,-0.0004774382300400861
set_cover_cw_tour,54.0,0.6507046644772578,-36.038430762534084,13.23860124149346,0.015255218431513574,-0.026154612341658057,0.08000619406848837,-0.00010831310964779938,0.00022674037218925548,-0.0006419156188848404
set_cover_cw_tour,56.0,0.6808237680559248,-36.0902469865532,13.396966823780051,0.01486429576454252,-0.025661316826332707,0.07835932064931683,-0.00013939495132878716,0.0002807235070882354,-0.0008063897211474085
set_cover_cw_tour,58.0,0.710101975254822,-36.14096651480219,13.551709316819418,0.014414404054803077,-0.025057872094484696,0.07638310636710503,-0.00017023431746706014,0.0003348467532263517,-0.0009708596947269931
set_cover_cw_tour,60.0,0.7384223257934799,-36.190368505433256,13.702170058664109,0.013906521366965607,-0.02434373546905895,0.07407757128150752,-0.00020083105016630235,0.00038910901293088526,-0.0011353246975439346
set_cover_cw_tour,62.0,0.7656698173867128,-36.23823103787028,13.847690430856215,0.013341627629151032,-0.023518370900190464,0.07144273882239512,-0.00023118499277247144,0.0004435091878173739,-0.001299783887544025
set_cover_cw_tour,64.0,0.7917314094540743,-36.284331126073006,13.987611865167628,0.012720704615482907,-0.02258124897501005,0.06847863578967543,-0.00026129598987460024,0.0004980461787952339,-0.0014642364227028166
set_cover_cw_tour,66.0,0.8164960267943999,-36.32844473182078,14.12127585033991,0.012044735928622072,-0.021531846927359835,0.06518529235308748,-0.0002911638873055931,0.0005527188860733894,-0.0016286814610299355
set_cover_cw_tour,68.0,0.8398545632254019,-36.370346778015595,14.248023938823726,0.01131470698228405,-0.020369648647418418,0.06156274205197049,-0.0003207885321430146,0.0006075262091659024,-0.0017931181605733888
set_cover_cw_tour,70.0,0.861699885188281,-36.40981116200432,14.367197753517797,0.010531604983739342,-0.019094144691235597,0.05761102179500675,-0.0003501697727098734,0.0006624670468976079,-0.0019575456794238806
set_cover_cw_tour,72.0,0.8819268353173229,-36.4466107689199,14.4781389945073,0.009696418916296776,-0.017704832290176598,0.05333017185993867,-0.0003793074585753977,0.0007175402974097505,-0.002121963175719119
set_cover_cw_tour,74.0,0.9004322359744433,-36.48051748504137,14.58018944580168,0.008810139521770064,-0.0162012153602757,0.04872023589325989,-0.0004082014405558062,0.000772744858165627,-0.002286369807648126
set_cover_cw_tour,76.0,0.917114892748651,-36.51130221117242,14.672690982071831,0.007873759282927708,-0.014582804511499192,0.04378126090988059,-0.0004368515707150717,0.000828079625956231,-0.002450764733455549
set_cover_cw_tour,78.0,0.9318755979203923,-36.53873487603851,14.754985575386561,0.006888272405926429,-0.012849117056917573,0.038513297292766896,-0.0004652577023656785,0.0008835434969059013,-0.002615147111445972
set_cover_cw_tour,80.0,0.944617133890748,-36.56258444970212,14.826415301948325,0.005854674802728247,-0.010999677021786917,0.03291639879255444,-0.0004934196900693734,0.0009391353664779738,-0.002779516099988222
set_cover_cw_tour,82.0,0.9552442765754464,-36.58261895699615,14.886322348828152,0.004773964073501404,-0.009034015152539312,0.026990622527136042,-0.0005213373896379107,0.0009948541294804364,-0.002943870857519678
set_cover_cw_tour,84.0,0.963663798763664,-36.59860549097518,14.93404902069973,0.0036471394890052345,-0.006951668925682311,0.02073602898122355,-0.0005490106581337897,0.0010506986800715883,-0.0031082105425505845
set_cover_cw_tour,86.0,0.9697844734415784,-36.61031022638444,14.968937746572575,0.0024752019729591857,-0.004752182556607297,0.014152682005883821,-0.0005764393538709872,0.0011066679117657005,-0.0032725343136683536
set_cover_cw_tour,88.0,0.9735170770806442,-36.61749843314632,14.99033108652426,0.001259154084396108,-0.002435107008306705,0.007240648818048839,-0.0006036233364156828,0.0011627607174386823,-0.003436841329541878
set_cover_cw_tour,90.0,0.9747743928905603,-36.61993448986418,14.997571738431626,-1.2576745200831851e-17,-1.3010426069826053e-18,9.540979117872439e-18,-0.0006305624665869777,0.001218975989333749,-0.0036011307489258355
set_cover_cw_tour,92.0,0.9511984384315002,-36.60573719411443,15.011473686003727,-0.02356526300337815,0.014215069710637419,0.01390194164064578,-0.011802406770726966,0.007080861806616679,0.006970173501200841
set_cover_cw_tour,94.0,0.881651336758612,-36.56361532825392,15.052548599397873,-0.0459715880384135,0.027923695988629198,0.027172954228337386,-0.011254351177339385,0.006775629867307887,0.006654744294250913
set_cover_cw_tour,96.0,0.7684451898299606,-36.4945919685345,15.11953448387867,-0.06722475380625677,0.04111569380595335,0.039812901672034565,-0.010707855375177065,0.006467921249043209,0.006339281015277488
set_cover_cw_tour,98.0,0.6138805083012356,-36.39971052093138,15.21116907898987,-0.08733057289252949,0.05378091849284854,0.0518216543420411,-0.010162922162276565,0.006157743016939986,0.0060237852794398795
set_cover_cw_tour,100.0,0.4202461438665257,-36.28003464024812,15.32618987147807,-0.10629489165755995,0.06590926591619749,0.06319908907100093,-0.009619554328674045,0.005845102248759881,0.005708258702063587
set_cover_cw_tour,102.0,0.18981922181893682,-36.13664814886544,15.463334108218334,-0.12412359012630331,0.07749067265734053,0.07394508915484452,-0.00907775465639099,0.005530006034872647,0.005392702898632009
set_cover_cw_tour,104.0,-0.07513492616831399,-35.970654955135004,15.621338809141678,-0.140822581877947,0.08851511618931754,0.08405954435368569,-0.008537525919419964,0.005212461478219814,0.005077119484778189
set_cover_cw_tour,106.0,-0.3723628290397025,-35.78317897141924,15.798940780164282,-0.1563978139352022,0.09897261505353706,0.09354235089266875,-0.007998870883710398,0.004892475694278335,0.0047615100762765285
set_cover_cw_tour,108.0,-0.6996229431334707,-35.575364031778435,15.994876626118359,-0.17085526665328252,0.10885322903587061,0.10239341146276602,-0.007461792307154443,0.004570055811024144,0.004445876289034522
set_cover_cw_tour,110.0,-1.054685718735346,-35.34837380930621,16.20788276368456,-0.18420095360857086,0.11814705934217101,0.11061263522152566,-0.00692629293957284,0.0042452089688956645,0.0041302197390844855
set_cover_cw_tour,112.0,-1.435333666409282,-35.10339173311454,16.43669543432583,-0.1964409214869753,0.12684424877321304,0.11819993779376989,-0.00639237552270084,0.003917942320757257,0.0038145420425752755
set_cover_cw_tour,114.0,-1.8393614231046023,-34.84162090496945,16.68005071722262,-0.20758124997197516,0.13493498189905492,0.12515524127224353,-0.0058600427901741685,0.003588263031862591,0.003498844815764018
set_cover_cw_tour,116.0,-2.2645758180389275,-34.564284015578586,16.936684542209317,-0.2176280516323581,0.142409485232819,0.13147847421821285,-0.005329297467515044,0.0032561782798179555,0.003183129675007834
set_cover_cw_tour,118.0,-2.7087959383562663,-34.2726232605318,17.205332702711864,-0.22658747180964936,0.14925802740389024,0.13716957166201477,-0.004800142272118196,0.002921695254545518,0.0028673982367555632
set_cover_cw_tour,120.0,-3.1698531945596606,-33.96790025589594,17.484730868686388,-0.23446568850523408,0.1554709193305311,0.1422284751035564,-0.004272579913236974,0.0025848211582465063,0.002551652117539489
